DATE,SHARE CODE,ISSUER NAME,BANK,GOVERNMENT,PRIVATE EQUITY,TRUSTEE BANK,VENTURE CAPITAL,PRIVATE BANK,EXCHANGE TRADED FUNDS,INVESTMENT MANAGER,INVESTMENT ADVISORS,BROKERAGE FIRMS,HEDGE FUND,SOVEREIGN WEALTH FUND,CAPITAL MARKET SUPPORTING INSTITUTIONS AND PROFESSIONS,COMMANDITAIRE VENNOOTSCHAP (CV) OR LIMITED PARTNERSHIP,FIRM,INVESTMENT FUND SELLING AGENT,PEER TO PEER LENDING,PERMANENT ESTABLISHMENT,SOLE PROPRIETORSHIP,CORPORATE,ASSOCIATION/SOCIAL ORGANIZATIONS,STATE OWNED ENTERPRISES,CENTRAL BANK,STATE OWNED COMPANY,DIOCESE,CONFERENCE,CONGREGATION,COOPERATIVES,INTERNATIONAL ORGANIZATION,POLITICAL PARTIES,PARTNERSHIP,EDUCATIONAL INSTITUTION,MUTUAL FUNDS (MF),SECURITIES COMPANY (SC),PENSION FUNDS (PF),FINANCIAL INSTITUTIONAL (IB),INSURANCE (IS),FOUNDATION (FD),INDIVIDUAL (ID),TOTAL SCRIPLESS
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,33148251,2508508,1761653,18134057,641,10109851,57786074,691850,62982912,675450,88061566,12041273,45966114,1481896,255547,0,0,0,1754,5054269518,200,0,665300,2712399,20000,75000,0,75,0,0,191000,6,348044287,19493000,75669753,100756362,124228560,4764134,1720394769,7786891760
31-Mar-2026,AALI,ASTRA AGRO LESTARI Tbk,14218557,2907810,276900,4023214,0,3057566,14174010,373622,18983527,2633614,537500,3698288,1454323,34000,53500,0,0,0,0,34128939,0,13683700,52000,444910,0,0,0,700,14900,0,4766427,93900,42367203,4760832,32557839,246276,51659216,3985612,135608208,390797093
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,629886,0,0,0,0,1690000,0,0,100,0,0,0,100,0,16327299,0,0,0,0,2351791406,0,0,0,0,0,0,0,0,0,0,0,0,0,1754723,0,39999999,0,71,1065462748,3477656332
31-Mar-2026,ABDA,ASURANSI BINA DANA ARTA Tbk,28003598,20,21728234,0,0,2000,0,30499400,16,0,0,0,100,0,0,0,0,0,0,44057,0,0,0,0,0,0,0,0,0,0,0,0,0,11850,0,0,538555304,440734,483757,619769070
31-Mar-2026,ABMM,ABM INVESTAMA Tbk,3549132,42100,43000,0,127000,1000000,2622000,675400,6696217,12,0,93400,20100,53500,114300,0,0,0,0,2197653000,0,0,0,1000,0,0,0,0,0,0,68965,0,110388073,4283227,4244274,206800,1847600,0,419435900,2753165000
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,114318092,35560900,38498900,511982900,30200,24030100,186055379,5380000,379421819,2234809,172752200,151104400,2999809,416200,420000,0,0,0,529100,11105407418,3800,0,640912,15616600,0,0,0,1089000,1700000,0,0,12255124,1028907610,114439506,261586999,9285900,409082200,21152332,2513387491,17120289700
31-Mar-2026,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,1561000,0,0,0,0,0,0,0,11585100,0,0,0,0,4700,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,105402,0,0,0,0,3456064335,3469345537
31-Mar-2026,ACST,ACSET INDONUSA Tbk,1888020,80,0,0,0,1427124,0,16000,5655100,20,0,0,6100,228400,0,0,0,67,0,16221149988,0,0,0,0,0,0,0,0,0,0,0,0,0,1792386,0,0,0,0,1442996715,17675160000
31-Mar-2026,ADCP,ADHI COMMUTER PROPERTI Tbk,572600,0,0,0,0,0,0,0,21544900,0,0,0,100,0,0,0,0,0,0,450680900,0,0,0,0,0,0,0,147078400,0,0,0,0,0,1772700,1200000,0,0,900,1599371700,2222222200
31-Mar-2026,ADES,AKASHA WIRA INTERNATIONAL Tbk,3923150,0,10000,61400,0,122200,0,0,22800,97,0,0,2200,0,0,0,0,0,0,542062477,0,0,0,0,0,0,0,0,0,0,0,0,453300,434071,60300,56200,0,0,42000177,589208372
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,7289453,3414087,814100,0,0,8000000,5789369,18000,7534807,3006,0,226107,2039202,1400084,17000,0,0,0,0,325873552,0,260820,2359600,3260000,0,0,20000,964900,0,0,0,0,17512291,256315378,50370880,0,22825359,15300335,2267216857,2998825187
31-Mar-2026,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,920954338,3074,0,0,0,233757759,0,3768900,68906,17247,168500,0,219911,0,14900,0,0,0,0,712888,0,0,0,0,0,0,0,0,0,0,0,0,8602100,4719023,464831,9845654,5082393,8671,47294014,1235703109
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,2634847,0,0,0,0,2000000,0,0,1296500,62,0,0,1435881,0,0,0,0,0,0,1399506593,0,100,0,0,0,0,0,0,0,0,1925414417,0,83,4821823,2290400,0,1030000,0,504840087,3845270793
31-Mar-2026,ADMR,ALAMTRI MINERALS INDONESIA Tbk,39754711,5303500,18970800,9433500,2500,10834700,49670248,9925300,648163880,2901,0,165913900,12881005,2075300,12000,0,4000,0,0,36412815333,0,0,920900,18246800,113800,800000,0,0,0,0,196500,0,1066786499,15429124,260314030,3451894,564086200,28429900,1537792275,40882331500
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,241082446,51854800,11000763,89834300,5000,31752589,761195885,35592200,147014543,11575179,11477800,84661492,56512883,6210010,13320200,0,0,292,7700,17065893036,2900,12152200,5481900,26020000,270000,400000,0,4700,293000,0,98224115,422000,1795770560,55484241,412344078,46683686,595904432,47099300,7674141170,29389689400
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,698200,0,0,0,0,0,0,0,0,0,0,0,0,9667000,0,0,0,0,0,1519000,0,0,0,0,0,0,0,0,0,0,0,0,0,58800025,0,0,0,0,935396496,1006080721
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,0,0,0,0,0,0,0,0,190100,0,0,0,100,0,0,0,0,0,0,798985300,0,0,0,0,0,0,0,0,0,0,0,0,0,163800,0,0,0,0,200660700,1000000000
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,3918400,0,993795720,0,0,9000000,642800,0,3343100,200000,0,0,74500,26700,0,0,0,0,1500,1109992129,0,0,0,0,0,0,0,0,0,0,0,0,36458500,8260060,0,0,0,100,69803491,2235517000
31-Mar-2026,AGRO,BANK RAYA INDONESIA Tbk,21312559686,0,100,0,93,1000000,0,250000,10788200,80,0,0,284852,1529400,199517,0,0,0,92200,126033380,0,0,0,0,0,0,0,894971,0,0,0,50000,5898598,5385015,602651003,0,0,2444957,2413415341,24483477393
31-Mar-2026,AGRS,BANK IBK INDONESIA Tbk,33091500,0,214,0,0,4702910654,0,0,15580300,1,0,0,1619300,469881,12084200,0,0,0,0,388150277,0,0,0,0,0,0,0,0,0,0,0,0,0,1416516788,0,0,0,481,1705725233,8276148829
31-Mar-2026,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,13134600,0,0,0,0,231,0,0,10842300,56,0,0,100,0,1409900,0,0,0,0,49759976,50000,0,0,0,0,0,0,0,0,0,0,0,0,367736,0,103341,3130429009,66,1689561827,4895659142
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,0,0,0,0,0,0,0,0,68556991,0,0,0,100,0,0,0,0,0,0,68992851,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,0,0,0,0,82271658,219850000
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,332101,50,10400,0,189880957,159181700,0,230000,18551600,149149,0,0,381811,1860,0,0,0,500,0,7111887791,0,0,0,0,0,0,0,8794615,0,0,0,0,6400913,10409113,6277700,0,169631429,160,1629050651,9311172500
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,0,0,72535100,0,195289000,0,0,0,23000000,0,0,0,100,0,2701540900,0,0,0,0,2818123200,0,1900,0,0,0,0,0,0,0,0,0,0,0,2704700,0,0,0,6900,636261836,6449463636
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,270,0,10000,0,0,0,0,0,49600,533,0,0,100,0,0,0,0,0,0,146212673,0,0,0,0,0,0,0,0,0,0,0,0,17500,80522,34,0,4000,0,100889807,247265039
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,180282884,77724548,2329800,60786600,0,51968069,257741188,21970300,175367800,50,81034500,591605067,10067175,40100,0,0,0,0,4800,3569228010,3718900,115508000,803700,42824600,0,350000,538800,0,155800,0,135119500,0,2180847550,106872852,1039126297,2950700,740007100,34386525,878484285,10361845500
31-Mar-2026,AKSI,MINERAL SUMBERDAYA MANDIRI Tbk,0,0,0,0,0,0,0,0,625944,0,0,0,100,0,0,0,0,0,0,6467300,0,0,0,0,0,0,0,0,0,0,0,0,0,19800,0,0,0,0,50425356,57538500
31-Mar-2026,ALDO,ALKINDO NARATAMA Tbk,432400,0,0,0,0,0,0,0,319532,12,0,0,200,0,0,0,0,0,0,1957275932,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,742685586,2700713744
31-Mar-2026,ALII,ANCARA LOGISTICS INDONESIA Tbk,8450700,0,79500,0,0,0,0,0,8028400,0,0,0,0,0,0,0,0,0,0,12316440250,0,0,0,0,0,0,0,0,0,0,0,0,2602297940,2612100,0,0,0,0,887891110,15825800000
31-Mar-2026,ALKA,ALAKASA INDUSTRINDO Tbk,89500,0,0,0,0,0,0,0,14550800,2500,0,0,100,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,0,0,0,0,52083128,66752328
31-Mar-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,0,0,0,0,0,0,0,0,74044336,0,0,0,12700,0,0,0,0,0,0,55828004,0,0,0,0,0,0,0,0,0,0,0,0,0,1886500,0,0,0,0,47732200,179503740
31-Mar-2026,ALTO,TRI BANYAN TIRTA Tbk,0,0,0,0,750,7560000,0,0,0,0,0,0,100,0,0,0,0,0,0,1222406827,0,0,0,149437339,0,0,0,0,0,0,0,0,0,235138018,0,0,0,0,577076024,2191619058
31-Mar-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,390691000,0,0,0,0,0,0,13008500,75400,100000,0,0,47000,0,0,0,0,0,0,197168521,0,0,0,0,0,0,0,0,0,0,0,0,2066800,89074000,210019533,0,55806100,0,42186496,1000243350
31-Mar-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,3857600,0,0,0,0,0,0,0,5157600,0,0,0,100,0,0,0,0,0,0,3207900,0,0,0,0,0,0,0,0,0,0,0,0,0,1699000,0,0,0,0,571077800,585000000
31-Mar-2026,AMAR,BANK AMAR INDONESIA Tbk,415722453,0,0,0,0,1153900058,4411600,0,1128000,0,0,821275,100,0,7832400,0,0,0,0,16129462719,0,0,0,0,0,0,0,0,0,0,0,0,19419683,30351071,0,925148,0,176,433309077,18197283760
31-Mar-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,1071300,0,0,0,0,1422300,0,0,82,83,0,0,1600,0,0,0,0,0,0,34024600,0,0,55300,0,0,0,99300,0,0,0,0,0,329800,12619735,162700,36900,138300,76900,35500600,85539500
31-Mar-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,0,0,0,0,0,0,0,11901000,78800,0,0,0,2821800,0,0,0,0,17438300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220600,0,0,0,0,316739500,349200000
31-Mar-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,549778078,100060383,1828184661,208481152,0,56725200,1386735705,264661571,62580535,2648817,4203700,164776510,191458229,145910,2074060,0,0,0,61914230,63757851595,43200,2920224,218585800,18195900,0,300000,0,0,282600,0,1560500,10217300,1395295159,199037316,517090518,12189171,286247247,7792700,1206179685,72518217656
31-Mar-2026,AMMS,AGUNG MENJANGAN MAS Tbk,300,0,100000,0,0,0,0,700000,61892343,0,0,0,100,0,0,0,0,0,0,929997317,0,0,0,0,0,0,0,0,0,0,0,0,0,242179,0,0,0,38,242364525,1235296802
31-Mar-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,2136400,0,0,0,0,270000,0,0,1105400,0,0,0,150100,0,0,0,0,0,100,352431300,0,0,0,0,0,0,0,0,0,0,0,0,1807946,27851000,0,0,19351854,0,482998300,888102400
31-Mar-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,122483532,305484157,17451753,316863335,0,111250956,791254683,151294786,173152520,627587,35565464,203300874,8152019,1319773,2034701026,0,0,0,0,25010832507,65400,21118100,337914947,23351800,0,0,0,20438901,561500,0,177419365,10464700,5403103107,9425578,1919089913,20335293,400678834,14653300,3882145990,41524501700
31-Mar-2026,ANDI,ANDIRA AGRO Tbk,0,0,5664000,0,0,0,0,8,21711100,0,0,0,5100,833940,0,543981,0,0,0,810412392,0,19219105,0,143100,0,0,0,26,0,0,0,0,1017794267,245072747,420600,0,1366550,110879,2576672205,4699970000
31-Mar-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,4900,0,0,0,0,0,0,0,718000,0,0,0,100,0,0,0,0,0,0,3299909382,0,0,0,0,0,0,0,0,0,0,0,0,100,312400,0,0,0,0,53230118,3354175000
31-Mar-2026,ANTM,ANEKA TAMBANG Tbk,294633195,160616839,48247955,87403245,10000,21862309,479661511,21544441,169065899,34716491,192802900,300023106,11548898,4825200,175000,125000,0,0,3600,97723983,0,37168810,62448308,37849100,0,150000,460900,17010200,10921400,0,20738962,14657800,2369167824,78633193,992541624,83208408,759087655,118493951,1845643785,8373171492
31-Mar-2026,APEX,APEXINDO PRATAMA DUTA Tbk,58647200,0,12233629,0,0,1433000,0,0,7437200,22,0,0,166901,120000,159295175,220767550,0,0,0,1216390248,0,0,0,0,0,0,0,0,0,0,0,0,0,833746984,0,0,0,0,958515080,3468752989
31-Mar-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,386666477,0,152141635,51683000,40400000,0,76158900,139000000,531725050,28,805400,26320473,100,0,887032733,0,0,0,0,7184173634,0,0,0,0,0,0,0,0,268500,0,450617500,1610300,534278551,456917523,171995429,754100,115564800,2300000,555899355,11766313488
31-Mar-2026,APII,ARITA PRIMA INDONESIA Tbk,1500000,0,142971000,0,0,0,0,125000,212600,0,0,0,798700,0,1556100,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,34960100,0,0,0,0,92400500,274624000
31-Mar-2026,APLI,ASIAPLAST INDUSTRIES Tbk,0,0,0,0,0,0,0,0,90800,500,0,0,100,0,0,0,0,0,0,216696400,0,0,0,0,0,0,0,0,0,0,0,0,0,696700,0,0,0,0,545085900,762570400
31-Mar-2026,APLN,AGUNG PODOMORO LAND Tbk,281533964,0,260000,0,0,22550341,80200,0,37931088,200109,0,0,1760100,100000,0,0,0,0,0,19017701180,0,1595800,0,0,0,0,0,390000,0,0,4586600,0,152700,174294481,16234800,0,3688600,700000,3135566816,22699326779
31-Mar-2026,ARCI,ARCHI INDONESIA Tbk,23027562,5954200,1600000,9771700,2673900,10381500,126819073,29424700,19854061,10,35000000,266271900,167000,2243100,50000,0,22100,0,0,21355325216,0,0,0,21687600,400000,400000,0,1000,0,0,0,6860700,642181400,587955955,82811300,3235500,598980000,9449200,1392451323,25235000000
31-Mar-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,0,0,0,0,0,0,0,0,1461100,0,0,0,0,0,0,0,0,0,0,383774000,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,124753300,510000000
31-Mar-2026,ARGO,ARGO PANTES Tbk,5301100,0,0,0,0,0,0,0,170800,2000,0,0,12600,0,0,0,0,0,0,659757914,0,0,0,0,0,0,0,0,0,0,0,0,0,70100,0,4000,45000,0,2803500,668167014
31-Mar-2026,ARII,ATLAS RESOURCES Tbk,1412200,0,32602100,0,0,216944100,0,0,12997900,0,0,0,100,0,0,0,0,0,0,2199903300,0,0,0,0,0,0,0,0,0,0,0,0,149584800,63500,0,0,117981800,35300,531113900,3262639000
31-Mar-2026,ARKA,ARKHA JAYANTI PERSADA Tbk,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7500,0,0,0,0,1092802700,0,0,0,0,0,0,0,0,0,0,0,0,0,1163400,0,0,0,0,904776300,1998750000
31-Mar-2026,ARKO,ARKORA HYDRO Tbk,4449700,0,31488432,0,0,14063800,0,0,1075600,0,0,0,16800,110100,1237100,0,0,0,0,2571015318,0,0,0,0,0,0,0,0,0,0,0,0,14500,389200,0,0,0,0,304634450,2928495000
31-Mar-2026,ARMY,ARMIDIAN KARYATAMA Tbk,270423058,526952595,328384064,0,0,29125000,230900,96153513,4450882,0,0,0,8660123,120170,455224215,106704,0,0,0,2618609436,0,1042703112,0,20200,0,0,0,0,0,0,0,0,1110550602,286559017,8206980,0,196216367,2541380,1800597182,8785835500
31-Mar-2026,ARNA,ARWANA CITRAMULIA Tbk,172262278,0,0,0,0,30100000,8590400,17619700,421945500,2783810,0,109633400,620100,0,40000,0,0,0,0,1414930276,0,0,0,277600,0,0,0,0,0,0,16288200,0,1104357076,29429983,148583087,9390600,257345897,0,3597233069,7341430976
31-Mar-2026,ARTA,ARTHAVEST Tbk,700,0,0,0,0,20000000,0,0,0,0,0,0,350,0,17859300,0,0,0,0,34017600,0,0,0,0,0,0,0,0,0,0,0,0,0,6216600,0,0,0,0,368579625,446674175
31-Mar-2026,ARTI,RATU PRABU ENERGI Tbk,100,23750000,548500,0,1000000,0,20569200,590500,3325300,0,0,0,0,0,0,0,0,0,0,2644867386,0,200,0,0,0,0,0,0,0,0,0,0,135600100,9516590,739500000,0,423655974,20000,3835681150,7838625000
31-Mar-2026,ARTO,BANK JAGO Tbk,3910088,1148207249,30138,31001400,27700,116797318,96322135,27559562,114419494,144593,119514205,56327626,541984,30000,3991846563,0,0,0,0,4343653951,0,0,101939351,2429273,0,0,0,55415,55300,0,17750000,23278538,252462839,33310893,160585503,1731388059,54099444,7091965,1187987814,13622768400
31-Mar-2026,ASBI,ASURANSI BINTANG Tbk,0,0,0,0,0,0,0,0,860,0,0,0,100,0,0,0,0,0,0,315698795,0,0,0,0,0,0,0,0,0,0,1374,0,0,980174,22,180540,13410592,40,15217349,345489846
31-Mar-2026,ASDM,ASURANSI DAYIN MITRA Tbk,892200,0,0,0,0,0,0,1227000,34482800,0,0,0,36200,0,0,0,0,0,0,31297500,0,0,0,0,0,0,0,0,0,0,0,0,4000000,3188400,0,67200,0,0,34519220,109710520
31-Mar-2026,ASGR,ASTRA GRAPHIA Tbk,8890025,301700,0,183000,0,1703200,176000,2661800,2159400,2561,0,0,700600,5629000,0,0,0,0,0,12914600,0,0,0,0,0,0,0,0,0,0,1477700,158900,14633000,6979026,3032200,300000,1667600,280400,233751348,297602060
31-Mar-2026,ASHA,CILACAP SAMUDERA FISHING INDUSTRY Tbk,6143300,0,0,0,0,0,0,0,32992800,0,0,0,650100,94500,0,0,0,0,0,2602750200,0,0,0,0,0,0,0,0,0,0,0,0,0,3312900,0,0,0,0,2354056200,5000000000
31-Mar-2026,ASII,ASTRA INTERNATIONAL Tbk,373112454,314600029,19530158,597141875,3332500,41424153,1182098391,107429993,129843129,8854093,372387447,359647762,57446845,2112388,8579338,0,0,39969700,3800,646884112,57700,280570375,735687581,74724344,0,100000,303900,5100,2774800,0,114855976,1465500,6774808732,63839832,2108841397,381499271,2091933461,304846900,1054746224,18255459260
31-Mar-2026,ASJT,ASURANSI JASA TANIA Tbk,0,0,0,0,0,0,0,0,1344200,0,0,0,878,10997,1794100,0,0,0,0,16721249,0,28130800,0,0,0,0,0,5702950,0,0,0,0,29918717,56379004,1083520009,0,0,22,176477074,1400000000
31-Mar-2026,ASLC,AUTOPEDIA SUKSES LESTARI Tbk,1334500,0,0,0,0,0,0,0,39839000,0,0,0,43900,0,6987900,0,0,0,0,177415963,0,0,0,0,0,0,0,0,0,0,54961300,0,0,1734000,0,1894000,0,100,2570927422,2855138085
31-Mar-2026,ASLI,ASRI KARYA LESTARI Tbk,1332600,0,117000,0,0,0,0,0,10655100,0,0,0,590000,0,0,0,0,0,0,4058758900,0,0,0,0,0,0,0,0,0,0,0,0,0,986300,0,0,0,162400,2177397700,6250000000
31-Mar-2026,ASMI,ASURANSI MAXIMUS GRAHA PERSADA Tbk,700,0,23473800,0,0,0,0,29785900,98756300,0,0,0,100,24833900,1357300,0,0,0,0,1879673500,0,0,0,0,0,0,0,0,0,0,5969100,0,431000,14592750,0,0,2693479000,0,4186027110,8958380460
31-Mar-2026,ASPI,ANDALAN SAKTI PRIMAINDO Tbk,300,0,0,0,0,0,0,0,1327800,0,0,0,100,6800000,0,0,0,0,0,351891300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,323786125,683805725
31-Mar-2026,ASPR,ASIA PRAMULIA Tbk,3990400,0,0,0,0,0,0,0,22999400,0,0,0,0,0,0,0,0,0,0,4136600,0,0,0,0,0,0,0,0,0,0,0,0,0,1317500,0,0,0,0,779556100,812000000
31-Mar-2026,ASRI,ALAM SUTERA REALTY Tbk,20394112,21641215,0,0,0,240879100,35628800,830000,28120753,152,0,1576100,7417800,2554800,0,0,0,0,0,9971641178,100,0,0,0,0,0,804700,0,0,0,0,0,443442950,2316221864,78963000,3459300,136416700,1045000,3355924264,16666961888
31-Mar-2026,ASRM,ASURANSI RAMAYANA Tbk,0,0,9513,0,135030147,0,0,8989184,52900,52823,0,0,9332,0,1503,0,0,0,0,5026668,0,0,0,0,0,0,0,20447956,0,0,0,0,0,1319948,0,0,63894,567,80199201,251203636
31-Mar-2026,ASSA,ADI SARANA ARMADA Tbk,41069865,1889800,963806974,8497000,0,69289104,8137600,98737600,7030800,77,0,60758000,3801700,4886100,100000,0,0,0,0,850123875,0,0,567100,6518100,0,0,0,0,0,0,100,0,206953491,19462285,26746973,708200,19771000,3644229,1288637544,3691137517
31-Mar-2026,ATAP,TRIMITRA PRAWARA GOLDLAND Tbk,2368700,0,30600,0,0,0,0,0,962800,0,0,0,100,0,638500,0,0,0,0,9214233,0,0,0,0,0,0,0,0,0,0,0,0,0,190400,0,0,0,0,236594667,250000000
31-Mar-2026,ATIC,ANABATIC TECHNOLOGIES Tbk,19600,0,671087374,0,0,0,0,0,470300,0,0,0,100,0,17500,0,0,0,0,1030835185,0,0,0,0,0,0,0,0,0,0,0,0,0,25045,169900,0,0,0,455284371,2157909375
31-Mar-2026,ATLA,ATLANTIS SUBSEA INDONESIA Tbk,84900,0,0,0,0,0,0,0,62958600,0,0,0,0,0,90000,0,0,0,0,4499200,0,0,0,0,0,0,0,2000000,0,0,0,0,0,11196495,0,0,0,905,6118747593,6199577693
31-Mar-2026,AUTO,ASTRA OTOPARTS Tbk,51345904,2650020,478900,1221900,0,21483500,6611360,662600,8388261,48,0,43131100,2896100,6800,546000,0,0,0,0,310420442,0,200,503608,885100,0,0,0,75,0,0,582100,0,144310239,35919332,21587867,149200,77188100,3163500,228572187,962704443
31-Mar-2026,AVIA,AVIA AVIAN Tbk,19061305,13707500,0,691091485,407570900,76833609,350991984,0,281366200,1450099,550595772,283348321,3102429,216800,3500,0,0,0,0,29592847292,0,0,1399300,14016900,0,0,0,960600,0,0,586900,142521500,3003120680,14248183,406609869,3704500,134432800,11703900,843530072,36849022400
31-Mar-2026,AWAN,ERA DIGITAL MEDIA Tbk,7506200,0,0,0,0,0,0,0,1621100,0,0,0,6000000,6500000,0,0,0,0,0,2634997515,0,0,0,0,0,0,0,0,0,0,0,0,400000000,27183200,0,0,0,0,351191985,3435000000
31-Mar-2026,AXIO,TERA DATA INDONUSA Tbk,0,0,0,0,0,0,0,0,1475100,0,0,0,100,0,0,0,0,0,0,1143379800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545271500,1690126500
31-Mar-2026,AYAM,JANU PUTRA SEJAHTERA Tbk,17559200,0,0,0,0,0,0,0,40721900,0,0,0,0,0,74002400,0,0,0,0,3488000,0,0,0,0,0,0,0,0,0,0,0,0,657000,1102500,0,0,0,303600,3798165400,3936000000
31-Mar-2026,AYLS,AGRO YASA LESTARI Tbk,0,0,178500,0,0,500000,0,0,30700,0,0,0,100,2869700,0,0,0,0,0,594820000,0,0,0,0,0,0,0,0,0,0,0,0,0,12441700,0,0,0,0,242582536,853423236
31-Mar-2026,BABP,BANK MNC INTERNASIONAL Tbk,7816576,24,60150,0,145600,75232000,0,4550000,10446106355,22,0,0,900100,5414700,80100,0,0,0,21450000,27977616326,0,0,0,0,0,0,0,0,0,0,39294600,0,94490300,46067882,5725000,0,117046900,3911395,5168425096,44014333126
31-Mar-2026,BABY,MULTITREND INDO Tbk,0,0,80100000,0,0,0,0,0,5510400,0,0,0,0,0,0,0,0,0,0,2416459106,0,0,0,0,0,0,0,0,0,0,0,0,14514500,0,0,0,0,0,99642700,2616226706
31-Mar-2026,BACA,BANK CAPITAL INDONESIA Tbk,16438099,5641100,250100,0,10000,4795302489,633700,188144007,8101600,100,0,2148300,536700,0,750000,0,0,0,0,11122681271,0,0,0,0,0,0,0,37500,0,0,0,0,1786912413,1131870,2145700,933000,367100000,695000,1453901687,19753494636
31-Mar-2026,BAIK,BERSAMA MENCAPAI PUNCAK Tbk,1534700,0,100,0,0,0,0,0,7977100,0,0,0,0,0,0,0,0,0,0,252500,0,0,0,0,0,0,0,0,0,0,0,0,0,433300,0,0,0,0,217299872,227497572
31-Mar-2026,BAJA,SARANACENTRAL BAJATAMA Tbk,185900,0,0,0,0,0,0,0,1878900,0,0,0,100,0,0,0,0,0,0,88000000,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,309928600,400000000
31-Mar-2026,BALI,BALI TOWERINDO SENTRA Tbk,0,0,192500000,0,0,67000000,0,0,68686600,0,0,0,100,0,0,0,0,0,0,2590040621,0,38033100,0,0,0,0,0,0,0,0,0,0,170659300,113945450,0,0,2,0,251657327,3492522500
31-Mar-2026,BANK,BANK ALADIN SYARIAH Tbk,378432,0,72581000,47835700,13200,242293300,113880200,25525000,77754803,85,591800,27170590,1112300,0,400,0,0,0,0,10187492357,0,0,0,0,0,0,0,0,223800,0,0,1334200,827885600,142972029,72674637,594700,1893651400,300,254617741,13990583574
31-Mar-2026,BAPA,BEKASI ASRI PEMULA Tbk,575000,0,0,0,0,0,0,0,1032500,4305500,0,0,100,0,0,0,0,0,0,369438400,0,0,0,0,0,0,0,0,0,0,0,0,0,98122917,0,0,0,0,188305103,661779520
31-Mar-2026,BAPI,BHAKTI AGUNG PROPERTINDO Tbk,52297656,0,0,0,0,0,0,45,270453,0,0,0,789648,0,52962,84490,0,0,0,970399167,0,37981406,0,0,0,0,0,102500,0,0,0,0,116102322,18792868,1114534,0,86593,1068889,2142161220,3341304753
31-Mar-2026,BATA,SEPATU BATA Tbk,50000,0,0,54313900,0,0,0,0,1499800,0,0,0,100,0,280000,0,0,0,0,234400,0,0,0,0,0,0,0,0,0,0,0,0,0,3296500,0,0,0,0,160835770,220510470
31-Mar-2026,BATR,BENTENG API TECHNIC Tbk,280000,0,0,0,0,0,0,0,2209700,0,0,0,0,0,0,0,0,0,0,362976500,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,2659568753,3025037353
31-Mar-2026,BAUT,MITRA ANGKASA SEJAHTERA Tbk,800,0,749910000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,2604495200,0,0,0,0,0,0,0,58000,0,0,0,0,0,40,0,0,0,41000,1445677829,4800182969
31-Mar-2026,BAYU,BAYU BUANA Tbk,44656354,0,29,0,0,91214666,0,754430,137272,1250,0,0,463,0,0,0,0,0,0,155051146,0,0,0,0,0,0,0,0,0,0,0,0,21343300,29081,0,215,607283,0,31603466,345398955
